m.070fnm	Gaslight	m.03bw6	George Cukor	film.film.directed_by
m.04nvmwz	Mister Foe	m.07sqp8	David Mackenzie	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.09rfh9	Saw III	m.09v5r2	Darren Lynn Bousman	film.film.directed_by
m.087vnr5	The Other Guys	m.04fcx7	Adam McKay	film.film.produced_by,film.film.written_by,film.film.directed_by
m.025sxwm	The Year of the Quiet Sun	m.01hxlr	Krzysztof Zanussi	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.written_by
m.043k86w	Nothing like the Holidays	m.0b4qhbd	Alfredo De Villa	film.film.directed_by
m.03vny7	Waiting to Exhale	m.02y_2y	Forest Whitaker	film.film.directed_by
m.08q47_	The Presidio	m.04g865	Peter Hyams	film.film.cinematography,film.film.directed_by
m.07l50y8	A Shine of Rainbows	m.03nq_2h	Vic Sarin	film.film.cinematography,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.01mszz	An Alan Smithee Film: Burn Hollywood Burn	m.01x5m5	Arthur Hiller	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0cq7kw	My Fair Lady	m.03bw6	George Cukor	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.01pvq3	Once Upon a Time in the West	m.09n_q	Sergio Leone	film.film.directed_by,film.film.written_by,film.film.story_by
m.0btbyn	3:10 to Yuma	m.05npxg	James Mangold	film.film.directed_by
m.048pk1	The Door in the Floor	m.0273yny	Tod Williams	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.0hyqc0y	Cousinhood	m.04p4dyg	Daniel Sánchez Arévalo	film.film.directed_by,film.film.written_by
m.07vf5c	Evita	m.01ycck	Alan Parker	film.film.starring..film.performance.actor,film.film.written_by,film.film.produced_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.03bxwl	Breaking the Waves	m.04k25	Lars von Trier	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.036w5z	Dr. Dolittle 2	m.03why8y	Steve Carr	film.film.directed_by
m.02j69w	Dazed and Confused	m.03dbds	Richard Linklater	film.film.produced_by,film.film.directed_by,film.film.written_by
m.0y_yw	The Godfather Part III	m.02vyw	Francis Ford Coppola	film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.02prp3z	Stephanie Daley	m.07mnxjl	Hilary Brougher	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.written_by
m.098qlc	The American Astronaut	m.02qw4rv	Cory McAbee	film.film.directed_by,film.film.written_by,film.film.starring..film.performance.actor
m.04pk1f	Charlie and the Chocolate Factory	m.07rd7	Tim Burton	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.05h6v8	Marooned	m.05h72z	John Sturges	film.film.directed_by
m.02r04s1	Touching the Void	m.04bk0q	Kevin Macdonald	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.08g_jw	The Namesake	m.0kvsb	Mira Nair	film.film.produced_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.04h3cf	The Chorus	m.03gsnrh	Christophe Barratier	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by,film.film.story_by
m.051s4m	The Absent-Minded Professor	m.044c87	Robert Stevenson	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0g5f2j	I Like It Like That	m.05ydl5	Darnell Martin	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.03dq65	Rouge	m.0265kb	Stanley Kwan	film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0h65zyk	Wrinkles	m.0bfl_rc	Ignacio Ferreras	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.edited_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by
m.04tz52	Popeye	m.0bzyh	Robert Altman	film.film.directed_by
m.0c74ff	Kika	m.0d77m9	Pedro Almodóvar	film.film.directed_by,film.film.written_by,film.film.story_by
m.04k2p	Life of Brian	m.0dn44	Terry Jones	film.film.starring..film.performance.actor,film.film.written_by,film.film.directed_by
m.06hr1m	Heartburn	m.0hskw	Mike Nichols	film.film.produced_by,film.film.directed_by
m.0c1cv8	Motorama	m.0k0vn0	Barry Shils	film.film.directed_by
m.01mgw	Crouching Tiger, Hidden Dragon	m.0h1p	Ang Lee	film.film.directed_by,film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.047csmy	Transformers: Revenge of the Fallen	m.02qzjj	Michael Bay	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.executive_produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.04mcw4	Indiana Jones and the Kingdom of the Crystal Skull	m.06pj8	Steven Spielberg	film.film.directed_by
m.08992s	The Day of the Roses	m.0j7f833	Peter Fisk	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.0fv46t	Greedy	m.016lv3	Jonathan Lynn	film.film.directed_by,film.film.starring..film.performance.actor
m.0999cx	Wanted: Dead or Alive	m.0cg1cd	Gary Sherman	film.film.directed_by
m.02x21nx	Commandos Strike at Dawn	m.076wlk	John Farrow	film.film.starring..film.performance.actor,film.film.directed_by
m.077wkv	Brother Sun, Sister Moon	m.0b_c7	Franco Zeffirelli	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0ckffk	Imitation of Life	m.0pwf4	Douglas Sirk	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0bdhfg	Jade	m.022_lg	William Friedkin	film.film.directed_by
m.0dq_ss	The Joy Luck Club	m.017fxp	Wayne Wang	film.film.produced_by,film.film.directed_by
m.09z2yf	The Three Burials of Melquiades Estrada	m.01kwsg	Tommy Lee Jones	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.starring..film.performance.actor
m.01f7gh	Alien Resurrection	m.0k181	Jean-Pierre Jeunet	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0c7tp5	Hard Candy	m.026shf9	David Slade	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.07wm17	The Firemen's Ball	m.0djpw	Miloš Forman	film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.story_by
m.05650n	Happy Feet	m.013t9y	George Miller	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.0gwxmb0	Your Sister's Sister	m.05c3bhk	Lynn Shelton	film.film.directed_by,film.film.written_by
m.02q1hzy	Isn't She Great	m.04qlhh	Andrew Bergman	film.film.directed_by
m.011yxy	Cries and Whispers	m.03s9b	Ingmar Bergman	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.starring..film.performance.actor,film.film.written_by
m.03chzhs	Terror's Advocate	m.032wkv	Barbet Schroeder	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.personal_appearances..film.personal_film_appearance.person,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0j5ybbz	My Brother The Devil	m.05ztwjb	Sally El Hosaini	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.executive_produced_by
m.0339_4	Dave	m.02lf0c	Ivan Reitman	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by,film.film.directed_by
m.04jm_hq	The Messenger	m.02rtkmt	Oren Moverman	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.02q25p8	Mr. Wrong	m.0bh7kk	Nick Castle	film.film.directed_by
m.014bjk	Three Colors: Red	m.047k5z	Marin Karmitz	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.02zcrq	Only Yesterday	m.01fm25	Isao Takahata	film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0879bpq	Arthur Christmas	m.0879bpt	Sarah Smith	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.story_by
m.04kkxx	For Love of the Game	m.072vj	Sam Raimi	film.film.directed_by
m.038bh3	Runaway Jury	m.03c9kwx	Gary Fleder	film.film.directed_by,film.film.produced_by
m.06f_7y	The Revolution Will Not Be Televised	m.0d0zfhx	Donnacha O’Briain	film.film.directed_by,film.film.cinematography
m.0cgx8c	The Toast of New York	m.0c22hp	Rowland V. Lee	film.film.directed_by
m.064ndc	Radio	m.0bgrsl	Mike Tollin	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0fcbqs	Little Nikita	m.044ntk	Richard Benjamin	film.film.directed_by
m.07k8wtt	Shadow of Doubt	m.05xdpj	Randal Kleiser	film.film.directed_by
m.0crxlv5	The Debt	m.02r4p7t	Krzysztof Krauze	film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.040n6j	Cecil B. Demented	m.02yy_j	John Waters	film.film.written_by,film.film.directed_by
m.01510v	The Negotiator	m.05my_t	F. Gary Gray	film.film.directed_by
m.0g_8pr	Les Girls	m.03bw6	George Cukor	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0gl3hr	Guys and Dolls	m.027vps	Joseph L. Mankiewicz	film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0992d9	15 Minutes	m.0809fgm	John Herzfeld	film.film.produced_by,film.film.directed_by,film.film.written_by
m.077q8x	Bird	m.0bwh6	Clint Eastwood	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by
m.01pgnr	My Best Friend's Wedding	m.024n1g	P. J. Hogan	film.film.directed_by
m.0298n7	Seabiscuit	m.0b455l	Gary Ross	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by,film.film.directed_by
m.0yzbg	Dead Poets Society	m.0c3ns	Peter Weir	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.01fxw4	Caddyshack	m.01pjr7	Harold Ramis	film.film.directed_by,film.film.written_by
m.02bz36	Pi	m.017c87	Darren Aronofsky	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.story_by,film.film.written_by,film.film.directed_by
m.0j43swk	Zero Dark Thirty	m.01f8ld	Kathryn Bigelow	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.produced_by
m.04pmnt	The New World	m.0kvqv	Terrence Malick	film.film.written_by,film.film.directed_by
m.0bt4g	Back to the Future	m.01f7j9	Robert Zemeckis	film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.03qnc6q	The Tree of Life	m.0kvqv	Terrence Malick	film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.04d2ht	Center Stage	m.0265kb	Stanley Kwan	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.01nc_h	The Great Race	m.096hm	Blake Edwards	film.film.story_by,film.film.directed_by
m.0170yd	Affliction	m.037d35	Paul Schrader	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by
m.01vg3r	Bad Santa	m.020ydj	Terry Zwigoff	film.film.directed_by
m.06kl78	Crash	m.026fd	David Cronenberg	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.written_by,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.06p_zf	U.S. Marshals	m.04dgj4	Stuart Baird	film.film.directed_by
m.03mnn0	Standing in the Shadows of Motown	m.0bggv2d	Paul Justman	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.directed_by
m.0cddlt	Le Coup de grâce	m.01sww9	Volker Schlöndorff	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.09dzvh	She Wore a Yellow Ribbon	m.01pp3p	John Ford	film.film.directed_by,film.film.produced_by
m.0bmch_x	Unknown	m.0glytr	Jaume Collet-Serra	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.05l1ky	The Apple Dumpling Gang	m.0bxd3j	Norman Tokar	film.film.directed_by
m.02p479t	London to Brighton	m.03yn46x	Paul Andrew Williams	film.film.directed_by,film.film.produced_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.02crgz	Miracle	m.0ksmsz	Gavin O'Connor	film.film.directed_by
m.09gb_4p	127 Hours	m.0qf43	Danny Boyle	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by,film.film.produced_by
m.0kv9d3	The Painted Veil	m.05zxj6f	John Curran	film.film.executive_produced_by,film.film.directed_by
m.0gf8wd1	We Are The Night	m.03gx7hv	Dennis Gansel	film.film.directed_by,film.film.written_by,film.film.story_by
m.05sns6	Mr. & Mrs. Smith	m.06g7bx	Doug Liman	film.film.directed_by
m.06t6dz	Hustle & Flow	m.079yxy	Craig Brewer	film.film.directed_by,film.film.written_by
m.04h05b	King David	m.02r5w9	Bruce Beresford	film.film.directed_by
m.01qb559	Con Air	m.0gprt0	Simon West	film.film.directed_by
m.0g9wdmc	The Iron Lady	m.02rc9vl	Phyllida Lloyd	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.06zy3n	Fallen Angel	m.09p06	Otto Preminger	film.film.directed_by,film.film.produced_by
m.02vmj_0	In the Valley of Elah	m.05ldnp	Paul Haggis	film.film.produced_by,film.film.story_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.02p6c9c	Death Watch	m.055ws3	Bertrand Tavernier	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.0h34txf	Shun Li and the Poet	m.0c68nnq	Andrea Segre	film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.story_by
m.0pdp8	This Is Spinal Tap	m.06jz0	Rob Reiner	film.film.directed_by,film.film.music,film.film.starring..film.performance.actor,film.film.written_by
m.0jqmq	Duck Soup	m.0l6wj	Leo McCarey	film.film.directed_by
m.04z_pxk	The Wave	m.03gx7hv	Dennis Gansel	film.film.starring..film.performance.actor,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by
m.0cts3x	The Bellboy	m.0427y	Jerry Lewis	film.film.written_by,film.film.starring..film.performance.actor,film.film.directed_by,film.film.produced_by
m.03v3f3	Billy Jack	m.03zwzt	Tom Laughlin	film.film.produced_by,film.film.directed_by,film.film.starring..film.performance.actor,film.film.written_by
m.0661ql3	Inception	m.0184dt	Christopher Nolan	film.film.directed_by,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0bhh9g	Money Train	m.06zlc2y	Joseph Ruben	film.film.directed_by
m.0hgqwmn	Hotel Lux	m.03k5z4	Leander Haußmann	film.film.written_by,film.film.directed_by
m.01svry	The Faculty	m.06cv1	Robert Rodriguez	film.film.produced_by,film.film.edited_by,film.film.directed_by
m.0421ng	Bullets Over Broadway	m.081lh	Woody Allen	film.film.written_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.01_1pv	Bedknobs and Broomsticks	m.044c87	Robert Stevenson	film.film.directed_by
m.03qpfn8	Chéri	m.03nk3t	Stephen Frears	film.film.starring..film.performance.actor,film.film.directed_by
m.01chpn	Adaptation	m.06pk8	Spike Jonze	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.04ynq7	Dude, Where's My Car?	m.04j0nm	Danny Leiner	film.film.directed_by
m.03brs0	Promised Land	m.094121	Michael Hoffman	film.film.directed_by
m.0dll_t2	This Means War	m.065bxx	Joseph McGinty Nichol	film.film.directed_by
m.0bh8yn3	Green Lantern	m.035t2x	Martin Campbell	film.film.directed_by
m.09ldwy	The Hunt for Red October	m.02x5m_	John McTiernan	film.film.directed_by
m.0cr7n8	A Simple Twist of Fate	m.07j5px	Gillies MacKinnon	film.film.directed_by
m.06kt1h	Drop Zone	m.0343_2	John Badham	film.film.starring..film.performance.actor,film.film.directed_by
m.03mcynb	Grey Owl	m.0kr5_	Richard Attenborough	film.film.directed_by
m.03cb4k2	Last Chance Harvey	m.05p949r	Joel Hopkins	film.film.directed_by,film.film.written_by
m.04dld6	The Battle of Algiers	m.067mrq	Gillo Pontecorvo	film.film.music,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,film.film.directed_by
m.03d0q2c	Le Bal	m.09cpvg	Ettore Scola	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.02f25m	Can't Hardly Wait	m.06z649	Harry Elfont	film.film.starring..film.performance.actor,film.film.directed_by,film.film.written_by
m.05g8pg	Kung Fu Hustle	m.02mz_6	Stephen Chow	film.film.starring..film.performance.actor,film.film.music,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,film.film.directed_by,film.film.produced_by
m.0171bs	I Am Sam	m.0jzpwp	Jessie Nelson	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,film.film.produced_by,film.film.directed_by
m.03q349	The Notorious Bettie Page	m.03b5ty	Mary Harron	film.film.executive_produced_by,film.film.written_by,film.film.directed_by
m.09z2b7	The Wings of the Dove	m.045_gb	Iain Softley	film.film.directed_by
m.04y9ckx	Madonna: Truth or Dare	m.02q64c6	Alek Keshishian	film.film.directed_by
m.0522t48	Polytechnique	m.02jj1l	Denis Villeneuve	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.written_by
m.025y2v	Day for Night	m.02x5h	François Truffaut	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.starring..film.performance.actor,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by
m.0b21hk	Forces of Nature	m.0kt6th	Bronwen Hughes	film.film.directed_by
m.0c61rf	Barb Wire	m.03f653b	David Hogan	film.film.directed_by
m.02z5y6_	Adoration	m.01vqrm	Atom Egoyan	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by,film.film.produced_by
m.070x7_	Baby Face	m.0f3gr5	Alfred E. Green	film.film.directed_by
m.0btcbv	Things Change	m.02b29	David Mamet	film.film.written_by,film.film.directed_by
m.030xw6	Guilty as Sin	m.01_vfy	Sidney Lumet	film.film.directed_by
m.0cm9jw2	Oranges and Sunshine	m.0bf47zn	Jim Loach	film.film.directed_by
m.04mmk2w	The Sky Crawlers	m.01ym6z	Mamoru Oshii	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0bt139	Husbands	m.01p1z_	John Cassavetes	film.film.written_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.starring..film.performance.actor
m.06b9b4	The Desperate Hours	m.0gv40	William Wyler	film.film.directed_by,film.film.produced_by
m.026y3vk	Bride Wars	m.08k8by	Gary Winick	film.film.directed_by
m.0_816	Bugsy	m.01v80y	Barry Levinson	film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0c0b0rn	Only God Sees Me	m.0c0b0rp	Bruno Podalydès	film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0gd0c7x	Prometheus	m.06chf	Ridley Scott	film.film.produced_by,film.film.directed_by
m.0g9z69t	The Forgiveness of Blood	m.0276mgb	Joshua Marston	film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.02zf9n	The Hindenburg	m.0hsmh	Robert Wise	film.film.directed_by,film.film.produced_by
m.0cs3h3	True Believer	m.06zlc2y	Joseph Ruben	film.film.directed_by
m.03d05ct	New Jersey Drive	m.05m9dx	Nick Gomez	film.film.story_by,film.film.directed_by,film.film.written_by
m.09m6px	Heaven's Prisoners	m.0bz3hh	Phil Joanou	film.film.directed_by
m.01gc7	Braveheart	m.0c1pj	Mel Gibson	film.film.starring..film.performance.actor,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.04zjrb	Groove	m.08k8dn	Greg Harrison	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by,film.film.written_by,film.film.directed_by,film.film.edited_by
m.01hqk	Batman & Robin	m.01p6xx	Joel Schumacher	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0639hk	Payback	m.0237jb	Brian Helgeland	film.film.written_by,film.film.directed_by
m.04zx0rb	The Tempest	m.01q9m5	Julie Taymor	film.film.produced_by,film.film.written_by,film.film.directed_by
m.0c3_myq	Jesse Stone: Thin Ice	m.02z1nw_	Robert Harmon	film.film.directed_by
m.02qnxd8	No Reservations	m.0799q2	Scott Hicks	film.film.directed_by
m.07s846j	The Social Network	m.027zz	David Fincher	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0ccck7	To Kill a Mockingbird	m.05x5x3	Robert Mulligan	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.02qz5kl	Taxi to the Dark Side	m.0bq4j6	Alex Gibney	film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by,film.film.personal_appearances..film.personal_film_appearance.person
m.0gd2893	A Royal Affair	m.0j_k94	Nikolaj Arcel	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.0h63mpx	Monsieur Lazhar	m.0d74vf	Philippe Falardeau	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.08lqqf	Live Wire	m.0jx_hd	Christian Duguay	film.film.directed_by
m.04sm94	Shall We Dance?	m.02nkmb	Masayuki Suo	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.05b2kr3	The Carpetbaggers	m.021r6w	Edward Dmytryk	film.film.directed_by
m.0crrx3s	Do or Die	m.093q0j	Rowan Woods	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0404xj0	This Is My Father	m.02wl6f7	Paul Quinn	film.film.directed_by,film.film.executive_produced_by,film.film.written_by
m.0glnxfr	Stopped on Track	m.0jz0c_	Andreas Dresen	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,film.film.directed_by
m.025n07	xXx	m.05ny9s	Rob Cohen	film.film.directed_by,film.film.starring..film.performance.actor
m.04llkr	Good Riddance	m.03wcclg	Francis Mankiewicz	film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0n0bp	Judgment at Nuremberg	m.01n9d9	Stanley Kramer	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.produced_by
m.04hr2d	Homeward Bound: The Incredible Journey	m.07k60z8	Duwayne Dunham	film.film.directed_by
m.076y36	The Thomas Crown Affair	m.02x5m_	John McTiernan	film.film.directed_by
m.0bl06	The Greatest Show on Earth	m.01v5h	Cecil B. DeMille	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.starring..film.performance.actor,film.film.produced_by,film.film.directed_by
m.03r2cn	Bat*21	m.025zp77	Peter Markle	film.film.directed_by
m.0bm7x	The Wicker Man	m.0dyp13	Robin Hardy	film.film.directed_by
m.0hpf23f	The Last Ronin	m.0hpf23m	Shigemichi Sugita	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.07sp4l	In the Name of the King: A Dungeon Siege Tale	m.0522wp	Uwe Boll	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.024y_s	Dante's Peak	m.03n120	Roger Donaldson	film.film.directed_by
m.027sb8v	Aaja Nachle	m.02r6jvk	Anil Mehta	film.film.directed_by
m.06_1x0	3-Iron	m.02_4fn	Kim Ki-duk	film.film.edited_by,film.film.written_by,film.film.directed_by,film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0gjckpz	Wasted on the Young	m.0f13ckk	Ben C. Lucas	film.film.directed_by,film.film.written_by
m.0jwmp	Brazil	m.07h5d	Terry Gilliam	film.film.written_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0c57yj	Mumford	m.02fcs2	Lawrence Kasdan	film.film.produced_by,film.film.written_by,film.film.directed_by
m.015x74	The Adventures of Baron Munchausen	m.078444	Charles McKeown	film.film.directed_by,film.film.written_by,film.film.starring..film.performance.actor
m.06t2t2	Shopgirl	m.05znww	Anand Tucker	film.film.directed_by
m.05b08zq	Dear John	m.03njwr	Lasse Hallström	film.film.directed_by
